date,code,name,sector,label,rank_score,entry,tp1,stop,outcome,exit_price,days_held,method,fill_date,ret_pct,net_pct,tp2,tp3,tp1_hit,tp1_day,tp2_hit,tp2_day,tp3_hit,tp3_day,stop_hit,stop_day,tp1_before_stop,tp2_before_stop,tp3_before_stop,max_high_pct,min_low_pct,max_close_pct
20260507,272110,케이엔제이,반도체 제조업,🏆 최강,74.91,39950.0,44600.0,36450.0,LOSS,36450.0,3,ohlc_low_touch,2026-05-08,-8.76,-8.98,49500.0,56100.0,False,0,False,0,False,0,True,3,False,False,False,4.63,-21.15,0.63
20260507,328130,루닛,소프트웨어 개발 및 공급업,🏆 최강,72.97,20850.0,24550.0,18170.0,LOSS,18170.0,3,ohlc_low_touch,2026-05-08,-12.85,-13.07,25900.0,27100.0,False,0,False,0,False,0,True,3,False,False,False,1.2,-21.39,-5.18
20260508,017550,수산세보틱스,특수 목적용 기계 제조업,🏆 최강,51.21,3600.0,4045.0,3060.0,LOSS,3060.0,2,ohlc_low_touch,2026-05-11,-15.0,-15.22,4800.0,5510.0,False,0,False,0,False,0,True,2,False,False,False,-3.75,-30.14,-10.14
20260508,329180,HD현대중공업,선박 및 보트 건조업,🏆 최강,49.51,658000.0,710000.0,594000.0,NOT_FILLED,0.0,0,not_filled_gap_up,,0.0,0.0,774000.0,799000.0,False,0,False,0,False,0,False,0,False,False,False,0.0,0.0,0.0
20260511,016360,삼성증권,금융 지원 서비스업,🏆 최강,78.11,135200.0,163000.0,121600.0,LOSS,121600.0,3,ohlc_low_touch,2026-05-13,-10.06,-10.28,183800.0,210500.0,False,0,False,0,False,0,True,3,False,False,False,-0.59,-19.01,-3.85
20260511,078930,GS,기타 금융업,🏆 최강,72.45,77400.0,84000.0,71500.0,LOSS,71500.0,2,ohlc_low_touch,2026-05-12,-7.62,-7.84,89800.0,98400.0,True,4,False,0,False,0,True,2,False,False,False,12.02,-11.89,-0.13
20260511,028050,삼성E&A,"건축기술, 엔지니어링 및 관련 기술 서비스업",🏆 최강,68.21,58600.0,67300.0,51100.0,LOSS,51100.0,4,ohlc_low_touch,2026-05-12,-12.8,-13.02,73200.0,77300.0,False,0,False,0,False,0,True,4,False,False,False,1.37,-21.67,-6.31
20260512,417500,제이아이테크,기타 화학제품 제조업,🏆 최강,79.58,4885.0,5450.0,4420.0,WIN,5450.0,2,ohlc_high_touch,2026-05-13,11.57,11.35,6160.0,6920.0,True,2,False,0,False,0,False,0,True,False,False,13.82,-7.88,11.16
20260512,028050,삼성E&A,"건축기술, 엔지니어링 및 관련 기술 서비스업",🏆 최강,76.61,54900.0,67300.0,50400.0,LOSS,50400.0,3,ohlc_low_touch,2026-05-13,-8.2,-8.42,70700.0,77300.0,False,0,False,0,False,0,True,3,False,False,False,1.28,-16.39,-0.36
20260512,069540,빛과전자,통신 및 방송 장비 제조업,🏆 최강,71.13,5900.0,8100.0,5010.0,LOSS,5010.0,4,ohlc_low_touch,2026-05-13,-15.08,-15.3,8730.0,10080.0,False,0,False,0,False,0,True,4,False,False,False,1.53,-27.71,-2.2
20260513,087010,펩트론,기초 의약물질 제조업,🏆 최강,64.8,266500.0,305000.0,245000.0,LOSS,245000.0,3,ohlc_low_touch,2026-05-14,-8.07,-8.29,359000.0,392500.0,False,0,False,0,False,0,True,3,False,False,False,2.44,-12.76,0.0
20260513,267260,HD현대일렉트릭,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",🏆 최강,57.2,1280000.0,1430000.0,1177000.0,LOSS,1177000.0,1,ohlc_low_touch,2026-05-15,-8.05,-8.27,1477000.0,1576000.0,False,0,False,0,False,0,True,1,False,False,False,-0.31,-19.14,-7.89
20260514,168360,펨트론,특수 목적용 기계 제조업,🏆 최강,61.71,25700.0,29800.0,21800.0,LOSS,21800.0,2,ohlc_low_touch,2026-05-15,-15.18,-15.4,34700.0,0.0,False,0,False,0,False,0,True,2,False,False,False,-0.78,-22.22,-10.12
20260514,082920,비츠로셀,일차전지 및 이차전지 제조업,🏆 최강,42.67,60300.0,67800.0,51200.0,LOSS,51200.0,2,ohlc_low_touch,2026-05-15,-15.09,-15.31,80300.0,98200.0,False,0,False,0,False,0,True,2,False,False,False,-2.65,-18.91,-10.61
20260515,052900,KX하이텍,플라스틱제품 제조업,🏆 최강,75.16,1516.0,1870.0,1288.0,WIN,1870.0,4,ohlc_high_touch,2026-05-18,23.35,23.13,2100.0,2405.0,True,4,True,4,False,0,False,0,True,True,False,39.51,-7.26,33.25
20260515,396270,넥스트칩,반도체 제조업,🏆 최강,73.65,6270.0,7570.0,5320.0,LOSS,5320.0,2,ohlc_low_touch,2026-05-18,-15.15,-15.37,8750.0,10620.0,False,0,False,0,False,0,True,2,False,False,False,-2.71,-16.27,-7.81
20260515,108490,로보티즈,특수 목적용 기계 제조업,🏆 최강,63.97,328500.0,394000.0,279000.0,LOSS,279000.0,2,ohlc_low_touch,2026-05-18,-15.07,-15.29,405500.0,463000.0,False,0,False,0,False,0,True,2,False,False,False,2.89,-24.81,-6.85
20260518,033240,자화전자,전자부품 제조업,🏆 최강,69.47,51500.0,60000.0,43750.0,LOSS,43750.0,2,ohlc_low_touch,2026-05-19,-15.05,-15.27,66700.0,68400.0,False,0,False,0,False,0,True,2,False,False,False,0.0,-16.31,-8.45
20260518,396270,넥스트칩,반도체 제조업,🏆 최강,63.77,5780.0,7570.0,4910.0,OPEN,5380.0,1,ohlc_horizon_close,2026-05-19,-6.92,-7.14,8310.0,8920.0,False,0,False,0,False,0,False,0,False,False,False,-0.52,-9.17,-6.92
20260518,004020,현대제철,1차 철강 제조업,🏆 최강,60.6,43450.0,50200.0,39500.0,LOSS,39500.0,1,ohlc_low_touch,2026-05-19,-9.09,-9.31,55000.0,0.0,False,0,False,0,False,0,True,1,False,False,False,-0.35,-18.3,-9.78
20260519,066575,LG전자우,기타,🏆 최강,71.55,72100.0,94100.0,61400.0,OPEN,86000.0,2,ohlc_horizon_close,2026-05-20,19.28,19.06,106900.0,123200.0,False,0,False,0,False,0,False,0,False,False,False,21.5,-7.21,19.28
20260519,009150,삼성전기,전자부품 제조업,🏆 최강,70.3,987000.0,1133000.0,845000.0,WIN,1135000.0,2,ohlc_gap_up,2026-05-20,14.99,14.77,1271000.0,1346000.0,True,2,False,0,False,0,False,0,True,False,False,23.51,-6.38,21.99
20260519,012330,현대모비스,자동차 신품 부품 제조업,🏆 최강,65.28,525000.0,687000.0,446000.0,OPEN,670000.0,2,ohlc_horizon_close,2026-05-20,27.62,27.4,714000.0,773000.0,False,0,False,0,False,0,False,0,False,False,False,29.52,-1.9,27.62
20260520,066570,LG전자,통신 및 방송 장비 제조업,🏆 최강,74.72,181000.0,266500.0,153800.0,NOT_FILLED,0.0,0,not_filled_gap_up,,0.0,0.0,311000.0,367500.0,False,0,False,0,False,0,False,0,False,False,False,0.0,0.0,0.0
20260520,004170,신세계,종합 소매업,🏆 최강,69.32,494500.0,580000.0,427000.0,NOT_FILLED,0.0,0,not_filled_gap_up,,0.0,0.0,623000.0,658000.0,False,0,False,0,False,0,False,0,False,False,False,0.0,0.0,0.0
20260520,012330,현대모비스,자동차 신품 부품 제조업,🏆 최강,68.6,535000.0,687000.0,454500.0,NOT_FILLED,0.0,0,not_filled_gap_up,,0.0,0.0,729000.0,773000.0,False,0,False,0,False,0,False,0,False,False,False,0.0,0.0,0.0
